cut 136731
Node 9436: 1
Node 9437: 1
Node 9438: 1
Node 9439: 1
Node 9440: 1
Node 9441: 1
Node 9442: 1
Node 9443: 1
Node 9444: 1
Node 9445: 1
Node 9446: 1
Node 9447: 1
Node 9448: 1
Node 9449: 1
Node 9450: 1
Node 9451: 1
Node 9452: 1
Node 9453: 1
Node 9454: 1
Node 9455: 1
Node 9456: 1
Node 9457: 1
Node 9458: 1
Node 9459: 1
Node 9460: 1
Node 9461: 1
Node 9462: 1
Node 9463: 1
Node 9464: 1
Node 9465: 1
Node 9466: 1
Node 9467: 1
Node 9468: 1
Node 9469: 1
Node 9470: 1
Node 9471: 1
Node 9472: 1
Node 9473: 1
Node 9474: 1
Node 9475: 1
Node 9476: 1
Node 9477: 1
Node 9478: 1
Node 9479: 1
Node 9480: 1
Node 9481: 1
Node 9482: 1
Node 9483: 1
Node 9484: 1
Node 9485: 1
Node 9486: 1
Node 9487: 1
Node 9488: 1
Node 9489: 1
Node 9490: 1
Node 9491: 1
Node 9492: 1
Node 9493: 1
Node 9494: 1
Node 9495: 1
Node 9496: 1
Node 9497: 1
Node 9498: 1
Node 9499: 1
Node 9500: 1
Node 9501: 1
Node 9502: 1
Node 9503: 1
Node 9504: 1
Node 9505: 1
Node 9506: 1
Node 9507: 1
Node 9508: 1
Node 9509: 1
Node 9510: 1
Node 9511: 1
Node 9512: 1
Node 9513: 1
Node 9514: 1
Node 9515: 1
Node 9516: 1
Node 9517: 1
Node 9518: 1
Node 9519: 1
Node 9520: 1
Node 9521: 1
Node 9522: 1
Node 9523: 1
Node 9524: 1
Node 9525: 1
Node 9526: 1
Node 9527: 1
Node 9528: 1
Node 9529: 1
Node 9530: 1
Node 9531: 1
Node 9532: 1
Node 9533: 1
Node 9534: 1
Node 9535: 1
Node 9536: 1
Node 9537: 1
Node 9538: 1
Node 9539: 1
Node 9540: 1
Node 9541: 1
Node 9542: 1
Node 9543: 1
Node 9544: 1
Node 9545: 1
Node 9546: 1
Node 9547: 1
Node 9548: 1
Node 9549: 1
Node 9550: 1
Node 9551: 1
Node 9552: 1
Node 9553: 1
Node 9554: 1
Node 9555: 1
Node 9556: 1
Node 9557: 1
Node 9558: 1
Node 9559: 1
Node 9560: 1
Node 9561: 1
Node 9562: 1
Node 9563: 1
Node 9564: 1
Node 9565: 1
Node 9566: 1
Node 9567: 1
Node 9568: 1
Node 9569: 1
Node 9570: 1
Node 9571: 1
Node 9572: 1
Node 9573: 1
Node 9574: 1
Node 9575: 1
Node 9576: 1
Node 9577: 1
Node 9578: 1
Node 9579: 1
Node 9580: 1
Node 9581: 1
Node 9582: 1
Node 9583: 1
Node 9584: 1
Node 9585: 1
Node 9586: 1
Node 9587: 1
Node 9588: 1
Node 9589: 1
Node 9590: 1
Node 9591: 1
Node 9592: 1
Node 9593: 1
Node 9594: 1
Node 9595: 1
Node 9596: 1
Node 9597: 1
Node 9598: 1
Node 9599: 1
Node 9600: 1
Node 9601: 1
Node 9602: 1
Node 9603: 1
Node 9604: 1
Node 9605: 1
Node 9606: 1
Node 9607: 1
Node 9608: 1
Node 9609: 1
Node 9610: 1
Node 9611: 1
Node 9612: 1
Node 9613: 1
Node 9614: 1
Node 9615: 1
Node 9616: 1
Node 9617: 1
Node 9618: 1
Node 9619: 1
Node 9620: 1
Node 9621: 1
Node 9622: 1
Node 9623: 1
Node 9624: 1
Node 9625: 1
Node 9626: 1
Node 9627: 1
Node 9628: 1
Node 9629: 1
Node 9630: 1
Node 9631: 1
Node 9632: 1
Node 9633: 1
Node 9634: 1
Node 9635: 1
Node 9636: 1
Node 9637: 1
Node 9638: 1
Node 9639: 1
Node 9640: 1
Node 9641: 1
Node 9642: 1
Node 9643: 1
Node 9644: 1
Node 9645: 1
Node 9646: 1
Node 9647: 1
Node 9648: 1
Node 9649: 1
Node 9650: 1
Node 9651: 1
Node 9652: 1
Node 9653: 1
Node 9654: 1
Node 9655: 1
Node 9656: 1
Node 9657: 1
Node 9658: 1
Node 9659: 1
Node 9660: 1
Node 9661: 1
Node 9662: 1
Node 9663: 1
Node 9664: 1
Node 9665: 1
Node 9666: 1
Node 9667: 1
Node 9668: 1
Node 9669: 1
Node 9670: 1
Node 9671: 1
Node 9672: 1
Node 9673: 1
Node 9674: 1
Node 9675: 1
Node 9676: 1
Node 9677: 1
Node 9678: 1
Node 9679: 1
Node 9680: 1
Node 9681: 1
Node 9682: 1
Node 9683: 1
Node 9684: 1
Node 9685: 1
Node 9686: 1
Node 9687: 1
Node 9688: 1
Node 9689: 1
Node 9690: 1
Node 9691: 1
Node 9692: 1
Node 9693: 1
Node 9694: 1
Node 9695: 1
Node 9696: 1
Node 9697: 1
Node 9698: 1
Node 9699: 1
Node 9700: 1
Node 9701: 1
Node 9702: 1
Node 9703: 1
Node 9704: 1
Node 9705: 1
Node 9706: 1
Node 9707: 1
Node 9708: 1
Node 9709: 1
Node 9710: 1
Node 9711: 1
Node 9712: 1
Node 9713: 1
Node 9714: 1
Node 9715: 1
Node 9716: 1
Node 9717: 1
Node 9718: 1
Node 9719: 1
Node 9720: 1
Node 9721: 1
Node 9722: 1
Node 9723: 1
Node 9724: 1
Node 9725: 1
Node 9726: 1
Node 9727: 1
Node 9728: 1
Node 9729: 1
Node 9730: 1
Node 9731: 1
Node 9732: 1
Node 9733: 1
Node 9734: 1
Node 9735: 1
Node 9736: 1
Node 9737: 1
Node 9738: 1
Node 9739: 1
Node 9740: 1
Node 9741: 1
Node 9742: 1
Node 9743: 1
Node 9744: 1
Node 9745: 1
Node 9746: 1
Node 9747: 1
Node 9748: 1
Node 9749: 1
Node 9750: 1
Node 9751: 1
Node 9752: 1
Node 9753: 1
Node 9754: 1
Node 9755: 1
Node 9756: 1
Node 9757: 1
Node 9758: 1
Node 9759: 1
Node 9760: 1
Node 9761: 1
Node 9762: 1
Node 9763: 1
Node 9764: 1
Node 9765: 1
Node 9766: 1
Node 9767: 1
Node 9768: 1
Node 9769: 1
Node 9770: 1
Node 9771: 1
Node 9772: 1
Node 9773: 1
Node 9774: 1
Node 9775: 1
Node 9776: 1
Node 9777: 1
Node 9778: 1
Node 9779: 1
Node 9780: 1
Node 9781: 1
Node 9782: 1
Node 9783: 1
Node 9784: 1
Node 9785: 1
Node 9786: 1
Node 9787: 1
Node 9788: 1
Node 9789: 1
Node 9790: 1
Node 9791: 1
Node 9792: 1
Node 9793: 1
Node 9794: 1
Node 9795: 1
Node 9796: 1
Node 9797: 1
Node 9798: 1
Node 9799: 1
Node 9800: 1
Node 9801: 1
Node 9802: 1
Node 9803: 1
Node 9804: 1
Node 9805: 1
Node 9806: 1
Node 9807: 1
Node 9808: 1
Node 9809: 1
Node 9810: 1
Node 9811: 1
Node 9812: 1
Node 9813: 1
Node 9814: 1
Node 9815: 1
Node 9816: 1
Node 9817: 1
Node 9818: 1
Node 9819: 1
Node 9820: 1
Node 9821: 1
Node 9822: 1
Node 9823: 1
Node 9824: 1
Node 9825: 1
Node 9826: 1
Node 9827: 1
Node 9828: 1
Node 9829: 1
Node 9830: 1
Node 9831: 1
Node 9832: 1
Node 9833: 1
Node 9834: 1
Node 9835: 1
Node 9836: 1
Node 9837: 1
Node 9838: 1
Node 9839: 1
Node 9840: 1
Node 9841: 1
Node 9842: 1
Node 9843: 1
Node 9844: 1
Node 9845: 1
Node 9846: 1
Node 9847: 1
Node 9848: 1
Node 9849: 1
Node 9850: 1
Node 9851: 1
Node 9852: 1
Node 9853: 1
Node 9854: 1
Node 9855: 1
Node 9856: 1
Node 9857: 1
Node 9858: 1
Node 9859: 1
Node 9860: 1
Node 9861: 1
Node 9862: 1
Node 9863: 1
Node 9864: 1
Node 9865: 1
Node 9866: 1
Node 9867: 1
Node 9868: 1
Node 9869: 1
Node 9870: 1
Node 9871: 1
Node 9872: 1
Node 9873: 1
Node 9874: 1
Node 9875: 1
Node 9876: 1
Node 9877: 1
Node 9878: 1
Node 9879: 1
Node 9880: 1
Node 9881: 1
Node 9882: 1
Node 9883: 1
Node 9884: 1
Node 9885: 1
Node 9886: 1
Node 9887: 1
Node 9888: 1
Node 9889: 1
Node 9890: 1
Node 9891: 1
Node 9892: 1
Node 9893: 1
Node 9894: 1
Node 9895: 1
Node 9896: 1
Node 9897: 1
Node 9898: 1
Node 9899: 1
Node 9900: 1
Node 9901: 1
Node 9902: 1
Node 9903: 1
Node 9904: 1
Node 9905: 1
Node 9906: 1
Node 9907: 1
Node 9908: 1
Node 9909: 1
Node 9910: 1
Node 9911: 1
Node 9912: 1
Node 9913: 1
Node 9914: 1
Node 9915: 1
Node 9916: 1
Node 9917: 1
Node 9918: 1
Node 9919: 1
Node 9920: 1
Node 9921: 1
Node 9922: 1
Node 9923: 1
Node 9924: 1
Node 9925: 1
Node 9926: 1
Node 9927: 1
Node 9928: 1
Node 9929: 1
Node 9930: 1
Node 9931: 1
Node 9932: 1
Node 9933: 1
Node 9934: 1
Node 9935: 1
Node 9936: 1
Node 9937: 1
Node 9938: 1
Node 9939: 1
Node 9940: 1
Node 9941: 1
Node 9942: 1
Node 9943: 1
Node 9944: 1
Node 9945: 1
Node 9946: 1
Node 9947: 1
Node 9948: 1
Node 9949: 1
Node 9950: 1
Node 9951: 1
Node 9952: 1
Node 9953: 1
Node 9954: 1
Node 9955: 1
Node 9956: 1
Node 9957: 1
Node 9958: 1
Node 9959: 1
Node 9960: 1
Node 9961: 1
Node 9962: 1
Node 9963: 1
Node 9964: 1
Node 9965: 1
Node 9966: 1
Node 9967: 1
Node 9968: 1
Node 9969: 1
Node 9970: 1
Node 9971: 1
Node 9972: 1
Node 9973: 1
Node 9974: 1
Node 9975: 1
Node 9976: 1
Node 9977: 1
Node 9978: 1
Node 9979: 1
Node 9980: 1
Node 9981: 1
Node 9982: 1
Node 9983: 1
Node 9984: 1
Node 9985: 1
Node 9986: 1
Node 9987: 1
Node 9988: 1
Node 9989: 1
Node 9990: 1
Node 9991: 1
Node 9992: 1
Node 9993: 1
Node 9994: 1
Node 9995: 1
Node 9996: 1
Node 9997: 1
Node 9998: 1
Node 9999: 1
Node 10000: 1
